tube_assembly_id,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8
TA-05146,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05147,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05148,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05149,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05150,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05151,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05152,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05153,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05154,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05155,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05156,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05157,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05158,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05159,C-0101,1,C-0102,1,C-0415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05160,C-0101,1,C-0102,1,C-0415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05161,C-0414,1,C-0415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05162,C-0414,1,C-0415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05163,C-0101,1,C-0102,1,C-0414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05164,C-0101,1,C-0102,1,C-0414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05165,C-0108,1,C-0182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05166,C-0108,1,C-0182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05167,C-0080,1,C-0092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05168,C-0096,2,C-0097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05169,C-0096,2,C-0097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05170,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05171,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05172,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05173,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05174,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05175,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05176,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05177,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05178,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05182,C-1385,2,C-1386,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05183,C-1382,2,C-1383,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05184,C-1622,1,C-1629,1,C-1724,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05185,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05186,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05187,C-1649,1,C-0409,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05188,C-1889,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05189,C-1649,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05193,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05194,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05195,C-1640,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05196,C-1495,1,C-1880,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05197,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05198,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05199,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05200,C-1553,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05201,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05202,C-1622,1,C-1629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05203,C-1355,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05204,C-1352,1,C-1745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05205,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05207,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05208,C-1624,1,C-1631,1,C-2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05209,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05210,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05211,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05212,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05214,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05215,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05216,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05217,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05218,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05219,C-1622,1,C-1624,1,C-1629,1,C-1655,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-05220,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05221,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05222,C-1257,1,C-1973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05223,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05224,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05225,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05226,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05227,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05228,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05229,C-1621,1,C-1628,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05230,C-1243,1,C-1244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05231,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05232,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05233,C-1474,1,C-0119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05234,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05235,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05236,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05237,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05238,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05239,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05240,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05242,C-1495,1,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05243,C-1817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05244,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05245,C-0443,1,C-1486,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05246,C-1218,1,C-1623,1,C-1630,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05247,C-1218,1,C-1623,1,C-1630,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05248,C-1218,1,C-1623,1,C-1630,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05249,C-1218,1,C-1623,1,C-1630,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05250,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05251,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05252,C-1624,1,C-1631,1,C-1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05253,C-1624,1,C-1631,1,C-1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05254,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05255,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05256,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05257,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05258,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05259,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05260,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05261,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05265,C-1622,1,C-1629,1,C-1885,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05266,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05267,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05268,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05269,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05270,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05271,C-1624,1,C-1631,1,C-1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05272,C-1624,1,C-1631,1,C-1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05273,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05274,C-1482,1,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05275,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05276,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05277,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05278,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05279,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05280,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05281,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05282,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05283,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05284,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05285,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05286,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05287,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05288,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05292,C-1208,1,C-1625,1,C-1632,1,C-0519,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-05293,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05294,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05296,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05297,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05299,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05300,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05302,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05303,C-1889,1,C-1928,1,C-0264,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05304,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05305,C-1817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05306,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05307,C-0376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05308,C-1817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05309,C-0444,2,C-0445,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05310,C-0444,2,C-0445,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05313,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05314,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05324,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05325,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05326,C-0457,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05327,C-0457,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05328,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05329,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05330,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05331,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05332,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05333,C-1639,1,C-2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05334,C-1639,1,C-2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05335,C-1639,1,C-2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05336,C-1639,1,C-2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05337,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05338,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05339,C-0464,2,C-0324,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05340,C-1249,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05341,C-1426,1,C-1745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05342,C-1536,1,C-1625,1,C-1632,1,C-1718,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-05343,C-1536,1,C-1625,1,C-1632,1,C-1718,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-05344,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05345,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05346,C-2030,2,C-0058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05347,C-1848,2,C-0001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05348,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05349,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05351,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05352,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05354,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05355,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05356,C-0151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05358,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05359,C-1420,1,C-1421,1,C-1623,1,C-1630,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-05360,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05361,C-0444,2,C-0445,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05362,C-0444,2,C-0445,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05363,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05364,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05365,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05366,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05367,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05368,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05369,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05370,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05371,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05372,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05373,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05374,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05375,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05376,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05377,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05378,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05379,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05380,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05381,C-1412,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05382,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05383,C-1257,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05388,C-1343,1,C-1430,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05389,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05390,C-0425,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05391,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05392,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05393,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
