tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
TA-06586,SP-0028,57.15,1.65,161,4,152.4,N,N,N,N,EF-017,NONE,0,0,0
TA-06587,SP-0035,9.52,0.89,51,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06588,NA,15.88,1.65,48,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06589,SP-0029,152.4,1.65,42,0,0,N,N,N,N,EF-003,NONE,0,0,0
TA-06590,SP-0028,44.45,1.65,70,3,101.6,Y,Y,Y,Y,EF-023,EF-023,0,0,0
TA-06591,SP-0035,9.52,0.89,73,5,19.05,N,N,N,N,EF-018,EF-019,0,0,0
TA-06592,SP-0035,9.52,1.65,90,6,19.05,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06593,SP-0035,9.52,1.24,88,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06594,SP-0035,15.88,1.65,85,5,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06595,SP-0028,25.4,1.65,52,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0
TA-06596,SP-0028,25.4,1.65,72,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0
TA-06597,SP-0029,44.45,1.65,54,2,101.6,N,Y,Y,Y,EF-023,EF-023,0,0,0
TA-06598,SP-0029,15.88,1.65,55,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06599,SP-0029,15.88,1.65,133,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06600,SP-0029,15.88,2.41,100,3,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06601,SP-0029,15.88,2.41,125,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06602,SP-0029,15.88,2.41,32,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06603,SP-0029,9.52,1.65,39,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06604,SP-0029,9.52,1.24,34,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06605,SP-0029,9.52,1.24,20,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06606,SP-0029,9.52,1.24,24,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06607,NA,15.88,1.65,187,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06608,SP-0028,63.5,1.65,130,4,101.6,N,N,N,Y,EF-009,EF-009,0,0,0
TA-06609,SP-0029,31.75,3.05,59,2,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06610,SP-0029,25.4,3.05,77,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06611,SP-0029,9.52,0.71,143,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06612,SP-0029,19.05,1.24,98,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06613,SP-0029,15.88,1.65,62,3,31.75,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06614,SP-0029,15.88,1.65,61,3,31.75,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06615,SP-0029,15.88,1.65,102,4,31.75,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06616,SP-0029,15.88,1.65,110,4,31.75,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06617,SP-0029,15.88,1.65,273,2,31.75,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06618,SP-0035,15.88,1.24,121,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06619,SP-0035,15.88,1.24,150,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06620,SP-0035,9.52,1.24,61,8,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-06621,SP-0035,12.7,1.24,122,5,25.4,Y,Y,N,N,EF-013,EF-003,0,0,0
TA-06622,SP-0029,19.05,3.05,103,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06623,SP-0029,38.1,3.05,223,5,76.2,N,Y,N,N,EF-012,EF-012,0,0,0
TA-06624,SP-0029,44.45,3.05,215,5,101.6,N,Y,N,Y,EF-012,EF-012,0,0,0
TA-06625,SP-0029,31.75,3.05,75,0,0,N,N,N,N,EF-012,EF-012,0,0,0
TA-06626,SP-0029,31.75,3.05,94,0,0,N,N,N,N,EF-012,EF-012,0,0,0
TA-06627,SP-0035,9.52,1.24,56,7,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06628,SP-0029,19.05,2.11,51,2,28.57,Y,Y,N,N,EF-003,EF-003,0,0,0
TA-06629,SP-0029,19.05,2.11,55,2,28.58,Y,Y,N,N,EF-003,EF-003,0,0,0
TA-06630,SP-0029,15.88,1.65,24,1,31.75,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06631,SP-0019,3.18,0.71,190,3,12.7,N,N,N,N,NONE,NONE,0,0,0
TA-06632,SP-0019,3.18,0.71,102,3,12.7,N,N,N,N,NONE,NONE,0,0,0
TA-06633,SP-0035,12.7,1.65,78,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06634,SP-0035,12.7,1.65,69,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06635,SP-0035,15.88,1.24,124,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06636,SP-0029,9.52,1.65,42,2,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-06637,SP-0029,9.52,0.71,100,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06638,SP-0029,9.52,0.71,115,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06639,SP-0029,12.7,1.24,9,1,25.4,Y,Y,N,N,EF-003,EF-003,0,0,0
TA-06640,SP-0029,12.7,1.24,24,2,25.4,N,Y,N,Y,EF-003,EF-003,0,0,0
TA-06641,SP-0029,15.88,1.65,54,2,23.82,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06642,SP-0028,6.35,0.89,228,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06643,SP-0039,6.35,0.71,192,9,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06644,SP-0029,15.88,1.65,101,4,31.75,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06645,SP-0029,15.88,1.65,108,4,31.75,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06646,SP-0029,15.88,1.65,282,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06647,SP-0029,15.88,1.65,267,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06648,SP-0029,31.75,3.05,64,3,63.5,N,Y,N,N,EF-003,EF-012,0,0,0
TA-06649,SP-0029,25.4,2.11,43,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06650,SP-0029,25.4,2.11,78,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06651,SP-0029,15.88,1.24,28,3,31.8,N,Y,Y,Y,EF-003,EF-003,0,0,0
TA-06652,SP-0029,31.75,3.05,58,2,63.5,N,N,N,N,EF-023,EF-003,0,0,0
TA-06653,SP-0035,9.52,1.65,78,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06654,SP-0029,19.05,1.24,164,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06655,SP-0029,19.05,1.65,116,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06656,SP-0029,19.05,1.24,52,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06657,SP-0029,15.88,1.65,99,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06658,SP-0029,12.7,1.65,40,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06659,SP-0029,15.88,1.65,46,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06660,SP-0029,12.7,1.24,46,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06661,SP-0029,15.88,1.65,60,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06662,SP-0029,9.52,1.24,34,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06663,SP-0029,9.52,1.24,29,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06664,SP-0029,9.52,1.24,107,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06665,SP-0029,15.88,1.65,81,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06666,SP-0029,15.88,1.65,60,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06667,SP-0029,15.88,1.65,81,0,0,Y,Y,Y,Y,EF-003,EF-003,0,0,0
TA-06668,SP-0029,12.7,1.24,48,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06669,SP-0035,12.7,1.65,54,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06670,SP-0029,9.52,1.24,32,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06671,SP-0029,22.22,2.41,113,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-06672,SP-0029,15.88,1.65,199,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06673,SP-0029,15.88,1.65,199,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06674,SP-0029,15.88,1.65,166,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-06675,SP-0035,25.4,1.65,37,3,50.8,N,N,N,N,EF-017,EF-017,0,0,0
TA-06676,SP-0039,6.35,0.71,182,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06677,SP-0039,6.35,0.71,186,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06678,SP-0039,6.35,0.71,190,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06679,SP-0039,6.35,0.71,196,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06680,SP-0039,6.35,0.71,182,0,0,N,N,N,N,EF-008,EF-008,0,0,0
TA-06681,SP-0039,6.35,0.71,110,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06682,SP-0039,6.35,0.71,110,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06683,SP-0039,6.35,0.71,154,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06684,SP-0029,9.52,1.24,118,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06685,SP-0029,12.7,1.65,31,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06686,SP-0029,12.7,1.65,67,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06687,SP-0029,12.7,1.65,29,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06688,SP-0029,9.52,1.65,53,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06689,SP-0029,50.8,1.65,121,5,101.6,N,N,N,N,EF-017,EF-017,0,0,0
TA-06690,SP-0029,50.8,1.65,60,2,101.6,Y,Y,N,Y,EF-021,EF-017,0,0,0
TA-06691,SP-0029,15.88,1.65,83,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06692,SP-0037,127,1.65,35,0,0,Y,Y,Y,Y,EF-017,EF-017,0,0,0
TA-06693,SP-0035,15.88,1.65,78,6,38.1,N,N,N,N,NONE,EF-017,0,0,0
TA-06694,SP-0029,12.7,1.65,29,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06695,SP-0028,12.7,0.89,65,2,127,N,N,N,N,NONE,NONE,0,1,0
TA-06696,SP-0029,19.05,1.65,102,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06697,SP-0029,15.88,1.65,117,6,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06698,SP-0029,15.88,1.65,189,6,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06699,SP-0029,15.88,1.65,179,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06700,SP-0029,15.88,1.65,176,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06701,SP-0029,15.88,1.65,190,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06702,SP-0029,12.7,1.24,522,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06703,SP-0029,15.88,1.24,42,1,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06704,SP-0029,15.88,1.65,26,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06705,SP-0029,25.4,2.11,99,4,63.5,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06706,SP-0028,9.52,0.89,102,2,38.1,N,N,N,N,EF-017,NONE,0,0,0
TA-06707,SP-0035,9.52,1.65,68,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06708,SP-0035,15.88,1.65,98,8,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-06709,SP-0029,15.88,1.65,25,2,25.4,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06710,SP-0029,15.88,1.65,32,2,25.4,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06711,SP-0029,31.75,1.65,162,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06712,SP-0029,9.52,0.89,121,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06713,SP-0029,9.52,0.89,123,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06714,SP-0035,15.88,1.65,173,6,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-06715,SP-0028,6.35,0.89,25,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06716,SP-0035,15.88,1.65,129,5,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06717,SP-0037,6.35,1.65,215,7,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06718,SP-0037,6.35,1.65,67,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06719,SP-0037,6.35,1.65,56,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06720,SP-0029,9.52,0.71,20,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06721,SP-0029,9.52,0.71,29,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06722,SP-0029,50.8,1.65,137,4,152.4,N,N,N,N,EF-017,EF-017,0,0,0
TA-06723,SP-0029,12.7,1.65,39,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06724,SP-0029,25.4,1.65,164,10,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06725,SP-0029,25.4,1.65,175,8,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-06726,SP-0029,9.52,1.24,55,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06727,SP-0029,9.52,0.89,112,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06728,SP-0029,9.52,0.89,113,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06729,SP-0028,63.5,1.65,117,2,127,N,N,N,Y,NONE,NONE,0,0,0
TA-06730,SP-0029,9.52,0.89,55,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06731,SP-0029,9.52,0.89,67,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06732,SP-0037,6.35,1.65,19,9,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06733,SP-0039,9.52,0.71,78,4,31.75,N,N,N,N,EF-008,EF-008,0,0,0
TA-06734,SP-0039,12.7,0.89,71,4,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-06735,SP-0029,15.88,1.65,212,10,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06736,SP-0029,15.88,1.65,202,7,50.8,Y,Y,N,Y,EF-003,EF-003,0,0,0
TA-06737,SP-0029,31.75,1.65,119,6,63.5,N,Y,N,N,EF-012,EF-012,0,0,0
TA-06738,SP-0029,31.75,1.65,103,4,76.2,N,N,N,N,EF-012,EF-012,0,0,0
TA-06739,SP-0035,9.52,1.24,56,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06740,SP-0029,9.52,0.89,120,7,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06741,SP-0028,44.45,1.65,29,1,88.9,N,N,N,N,EF-017,EF-017,0,0,0
TA-06742,SP-0035,19.05,1.65,103,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-06743,SP-0028,63.5,1.65,50,2,152.4,Y,Y,N,N,EF-009,EF-009,0,0,0
TA-06744,SP-0029,88.9,1.65,61,2,152.4,N,Y,Y,Y,EF-009,EF-009,0,0,0
TA-06745,SP-0028,63.5,1.65,31,2,101.6,N,Y,N,Y,EF-009,EF-009,0,0,0
TA-06746,SP-0028,63.5,1.65,36,2,101.6,Y,Y,Y,Y,EF-009,EF-009,0,0,0
TA-06747,SP-0029,12.7,1.65,54,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06748,SP-0029,12.7,1.65,27,2,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06749,SP-0035,15.88,1.24,52,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-06750,SP-0029,152.4,1.65,13,0,0,Y,Y,Y,Y,EF-017,EF-017,0,0,0
TA-06751,SP-0029,9.52,0.71,156,10,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06752,SP-0029,31.75,3.05,114,2,50.8,N,N,N,N,EF-003,EF-023,0,0,0
TA-06753,SP-0029,31.75,3.05,114,2,50.8,N,N,N,N,EF-003,EF-023,0,0,0
TA-06754,SP-0028,25.4,1.65,32,3,50.8,N,Y,N,Y,EF-009,EF-009,0,0,0
TA-06755,SP-0029,9.52,0.89,23,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06756,SP-0029,9.52,0.89,25,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06757,SP-0029,9.52,0.89,153,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-06758,SP-0029,9.52,0.89,155,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06759,SP-0029,76.2,1.65,157,5,101.6,N,Y,N,N,EF-009,EF-009,0,0,0
TA-06760,SP-0035,25.4,1.65,37,3,50.8,N,N,N,Y,EF-017,EF-017,0,1,0
TA-06761,SP-0029,19.05,2.11,136,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06762,SP-0029,15.88,1.65,83,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06763,SP-0029,15.88,1.65,105,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06764,SP-0046,27.2,3.2,9,0,0,N,N,N,N,EF-021,EF-021,0,0,0
TA-06765,SP-0029,9.52,0.71,29,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06766,SP-0029,9.52,0.71,15,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06767,SP-0029,9.52,0.71,16,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06768,SP-0029,9.52,0.71,34,3,31.75,N,N,Y,Y,EF-003,EF-003,0,0,0
TA-06769,SP-0029,15.88,1.65,190,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06770,SP-0029,12.7,1.65,24,2,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06771,SP-0029,12.7,1.65,41,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06772,SP-0029,12.7,1.65,40,4,38.1,N,Y,N,Y,EF-003,EF-003,0,0,0
TA-06773,SP-0028,63.5,1.65,183,4,101.6,N,N,N,Y,EF-009,EF-009,0,0,0
TA-06774,SP-0035,15.88,1.24,79,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06775,SP-0035,9.52,0.89,84,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-06776,SP-0028,9.52,0.89,79,2,127,N,N,N,N,NONE,NONE,0,0,0
TA-06777,SP-0028,25.4,1.65,44,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0
TA-06778,SP-0029,63.5,1.65,245,5,101.6,N,N,N,N,EF-009,NONE,1,0,0
TA-06779,SP-0029,63.5,1.65,209,3,101.6,N,Y,N,N,EF-009,EF-017,0,0,0
TA-06780,SP-0029,57.15,1.65,91,2,152.4,N,N,N,N,EF-009,EF-009,2,0,0
TA-06781,SP-0046,35,4,216,5,80,N,N,N,N,EF-002,EF-002,0,0,0
TA-06782,SP-0046,12,1.5,217,5,30,N,N,N,N,EF-003,EF-001,0,0,0
TA-06783,SP-0029,25.4,2.41,93,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06784,SP-0029,9.52,0.89,213,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06785,SP-0035,9.52,1.24,49,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06786,SP-0029,50.8,1.65,102,2,101.6,N,N,N,N,EF-012,EF-012,0,0,0
TA-06787,SP-0029,50.8,1.65,76,2,101.6,N,N,N,N,EF-012,EF-012,0,0,0
TA-06788,SP-0029,31.75,1.65,108,3,76.2,N,N,N,N,EF-003,EF-012,0,0,0
TA-06789,SP-0029,19.05,2.11,47,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06790,SP-0029,19.05,2.11,84,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06791,SP-0039,6.35,0.71,153,8,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06792,SP-0029,9.52,1.24,98,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-06793,SP-0029,38.1,1.65,128,4,63.5,N,Y,N,N,EF-003,NONE,1,0,0
TA-06794,SP-0029,38.1,1.65,170,5,63.5,Y,Y,N,N,EF-003,NONE,1,0,0
TA-06795,SP-0035,15.88,1.65,80,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06796,SP-0029,25.4,2.41,59,3,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-06797,SP-0029,25.4,1.65,215,7,50.8,N,N,N,N,EF-003,EF-017,0,0,0
TA-06798,SP-0029,25.4,1.65,212,7,50.8,N,N,N,N,EF-003,EF-017,0,0,0
TA-06799,SP-0029,31.75,3.05,74,0,0,N,N,N,N,EF-012,EF-012,0,0,0
TA-06800,SP-0029,31.75,3.05,82,0,0,N,N,N,N,EF-012,EF-012,0,0,0
TA-06801,SP-0035,9.52,1.24,59,7,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06802,SP-0029,57.15,1.65,149,4,88.9,N,N,N,Y,EF-009,EF-009,0,0,0
TA-06803,SP-0029,57.15,1.65,102,3,88.9,N,N,N,Y,EF-009,EF-009,0,0,0
TA-06804,SP-0037,6.35,0.89,94,8,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06805,SP-0029,152.4,1.65,85,2,152.4,N,Y,Y,Y,EF-017,EF-017,2,0,1
TA-06806,SP-0029,25.4,1.65,57,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06807,SP-0028,63.5,1.65,87,2,127,N,Y,N,N,EF-017,EF-017,5,0,0
TA-06808,SP-0039,12.7,1.65,44,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06809,SP-0035,15.88,1.65,158,10,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-06810,SP-0035,15.88,1.65,202,12,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06811,SP-0035,15.88,1.65,192,12,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06812,SP-0035,15.88,1.65,34,3,38.1,N,Y,N,N,EF-018,EF-018,0,0,0
TA-06813,SP-0035,15.88,1.65,205,13,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06814,SP-0035,15.88,1.65,217,14,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06815,SP-0035,15.88,1.65,90,5,38.1,N,N,N,Y,EF-018,EF-018,0,0,0
TA-06816,SP-0035,15.88,1.65,75,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-06817,SP-0029,12.7,1.24,121,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06818,SP-0029,25.4,3.05,245,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-06819,SP-0029,25.4,3.05,234,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-06820,SP-0029,19.05,2.11,92,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06821,SP-0029,12.7,2.11,75,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06822,SP-0028,76.2,1.65,80,3,88.9,Y,Y,Y,Y,EF-017,EF-017,0,0,0
TA-06823,SP-0029,15.88,1.65,208,6,38.1,N,Y,N,Y,EF-003,EF-003,0,0,0
TA-06824,SP-0029,15.88,1.65,178,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06825,SP-0029,12.7,1.65,46,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06826,SP-0029,12.7,1.65,37,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06827,SP-0029,12.7,1.65,22,2,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06828,SP-0029,12.7,1.65,25,3,25.4,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06829,SP-0029,12.7,1.65,36,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-06830,SP-0029,12.7,1.65,39,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-06831,SP-0029,19.05,2.11,112,5,50.8,Y,Y,N,Y,EF-003,EF-003,0,0,0
TA-06832,SP-0029,15.88,1.24,14,1,38.1,N,N,N,N,EF-017,EF-017,0,0,0
TA-06833,SP-0029,31.75,1.65,169,5,50.8,N,N,N,N,EF-003,EF-010,0,0,0
TA-06834,SP-0029,28.58,3.05,41,3,50.8,N,Y,N,N,EF-012,EF-012,0,0,0
TA-06835,SP-0046,12,1.5,264,7,30,N,N,N,N,EF-001,EF-001,0,0,0
TA-06836,SP-0046,12,1.5,264,7,30,N,N,N,N,EF-001,EF-001,0,0,0
TA-06837,SP-0029,38.1,3.05,75,3,76.2,N,N,N,N,EF-023,EF-023,0,0,0
TA-06838,SP-0029,19.05,2.11,96,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-06839,SP-0038,15.88,1.65,65,4,50.8,N,N,N,Y,EF-018,EF-003,0,0,0
TA-06840,SP-0029,63.5,1.65,72,3,127,Y,Y,N,Y,EF-017,EF-017,1,0,0
TA-06841,SP-0039,6.35,0.71,136,12,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06842,SP-0039,6.35,0.71,199,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06843,SP-0039,6.35,0.71,25,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-06844,SP-0028,63.5,1.65,273,7,127,N,N,N,N,EF-023,EF-017,3,0,0
TA-06845,SP-0037,6.35,1.65,28,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-06846,SP-0029,88.9,2.41,145,3,152.4,N,Y,N,N,EF-017,EF-017,0,0,0
TA-06847,SP-0029,152.4,1.65,27,0,0,N,Y,N,Y,NONE,NONE,3,0,1
TA-06848,SP-0029,31.75,1.65,148,5,63.5,N,N,N,N,EF-003,EF-017,0,0,0
TA-06849,SP-0035,7.94,0.89,39,3,25.4,N,N,N,N,EF-003,EF-017,0,0,0
TA-06850,SP-0029,12.7,2.11,90,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-06851,SP-0029,9.52,1.24,44,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
