id,log_feature,volume
17817,feature 219,1
17817,feature 134,1
2092,feature 232,1
2092,feature 312,1
2545,feature 312,2
2545,feature 232,2
15414,feature 232,24
15414,feature 312,24
9613,feature 232,13
9613,feature 312,12
837,feature 232,16
837,feature 312,16
2232,feature 312,10
2232,feature 232,10
6496,feature 219,3
6496,feature 134,3
6496,feature 312,3
6496,feature 232,1
6496,feature 301,3
6496,feature 307,2
8002,feature 232,8
8002,feature 312,8
11389,feature 312,12
11389,feature 232,12
6485,feature 232,11
6485,feature 312,11
2238,feature 232,4
2238,feature 312,4
16191,feature 232,20
16191,feature 312,20
11858,feature 232,2
11858,feature 312,2
5685,feature 232,14
5685,feature 312,14
1224,feature 232,25
1224,feature 312,25
9262,feature 232,22
9262,feature 312,22
5814,feature 232,26
5814,feature 312,26
727,feature 232,23
727,feature 312,22
18441,feature 312,16
18441,feature 232,14
15725,feature 232,1
15725,feature 312,1
15725,feature 221,1
15725,feature 301,1
14538,feature 232,27
14538,feature 312,26
7709,feature 232,23
7709,feature 312,23
731,feature 312,13
731,feature 232,13
731,feature 134,1
731,feature 307,1
731,feature 219,1
731,feature 301,1
2627,feature 232,19
2627,feature 312,18
17112,feature 232,20
17112,feature 301,2
17112,feature 312,19
10042,feature 312,24
10042,feature 232,21
4384,feature 312,1
4384,feature 232,1
11164,feature 232,18
11164,feature 312,18
808,feature 232,20
808,feature 312,18
11416,feature 312,25
11416,feature 232,26
10672,feature 312,28
10672,feature 232,28
15576,feature 312,20
15576,feature 232,21
14121,feature 312,19
14121,feature 232,19
17394,feature 232,22
17394,feature 312,23
5838,feature 232,29
5838,feature 312,28
8676,feature 232,1
8676,feature 312,2
14725,feature 301,2
14725,feature 312,23
14725,feature 219,2
14725,feature 232,21
14725,feature 134,1
3661,feature 301,1
3661,feature 219,1
3661,feature 134,1
2962,feature 312,15
2962,feature 232,12
3791,feature 312,19
3791,feature 232,18
5735,feature 312,13
5735,feature 232,14
5735,feature 160,2
5735,feature 219,1
1361,feature 232,20
1361,feature 312,22
107,feature 232,9
107,feature 312,10
5205,feature 312,15
5205,feature 232,5
13156,feature 312,14
13156,feature 232,12
13187,feature 232,6
13187,feature 312,11
2826,feature 134,1
2826,feature 301,1
8714,feature 232,8
8714,feature 312,13
10613,feature 232,3
10613,feature 312,9
1805,feature 312,19
1805,feature 232,14
4789,feature 312,14
4789,feature 232,11
11917,feature 232,16
11917,feature 312,17
11917,feature 313,1
12008,feature 232,13
12008,feature 312,13
11881,feature 312,20
11881,feature 232,19
2347,feature 232,14
2347,feature 312,18
18104,feature 301,1
18104,feature 181,1
18104,feature 221,1
2387,feature 232,6
2387,feature 312,13
10807,feature 232,20
10807,feature 312,19
6206,feature 232,14
6206,feature 312,13
13895,feature 312,21
13895,feature 232,20
1554,feature 313,3
1554,feature 315,2
1554,feature 233,1
1554,feature 235,1
9479,feature 312,17
9479,feature 232,13
11697,feature 232,16
11697,feature 312,13
14559,feature 307,1
14559,feature 301,1
14559,feature 219,1
14559,feature 232,19
14559,feature 134,1
14559,feature 312,19
6821,feature 232,11
6821,feature 307,1
6821,feature 301,1
6821,feature 134,1
6821,feature 312,13
16023,feature 312,17
16023,feature 232,15
2364,feature 232,15
2364,feature 307,1
2364,feature 312,17
13043,feature 232,10
13043,feature 312,11
10178,feature 232,19
10178,feature 312,21
11282,feature 312,19
11282,feature 232,24
5095,feature 232,12
5095,feature 312,14
5095,feature 44,1
5095,feature 160,2
5095,feature 211,1
10964,feature 312,2
10964,feature 94,1
10964,feature 307,2
10964,feature 219,2
10964,feature 134,2
10964,feature 301,2
10310,feature 232,6
10310,feature 312,15
14177,feature 232,9
14177,feature 312,14
2473,feature 232,11
2473,feature 312,15
5687,feature 312,17
5687,feature 232,9
13364,feature 232,9
13364,feature 312,18
16961,feature 232,23
16961,feature 312,21
5914,feature 312,30
5914,feature 232,31
1696,feature 312,17
1696,feature 232,17
16553,feature 232,21
16553,feature 312,19
942,feature 312,18
942,feature 232,22
7936,feature 232,27
7936,feature 312,24
17150,feature 232,23
17150,feature 312,24
9463,feature 232,13
9463,feature 312,14
4478,feature 312,18
4478,feature 232,16
18312,feature 312,4
18312,feature 232,3
14167,feature 312,32
14167,feature 232,35
7495,feature 312,20
7495,feature 232,22
3583,feature 232,27
3583,feature 312,25
13831,feature 312,20
13831,feature 232,24
3072,feature 232,18
3072,feature 312,17
12792,feature 312,23
12792,feature 232,16
17307,feature 312,22
17307,feature 232,26
17252,feature 232,19
17252,feature 312,22
474,feature 312,5
474,feature 232,5
7948,feature 232,13
7948,feature 312,16
1014,feature 219,1
1014,feature 312,14
1014,feature 134,1
1014,feature 232,13
10484,feature 312,12
10484,feature 232,10
14794,feature 232,16
14794,feature 312,16
14476,feature 232,1
14476,feature 312,1
5727,feature 232,25
5727,feature 312,25
2065,feature 312,19
2065,feature 232,19
10651,feature 134,1
4743,feature 160,1
4743,feature 44,1
4743,feature 181,1
9786,feature 178,1
9786,feature 68,1
17078,feature 56,451
17078,feature 172,354
8458,feature 188,1
16256,feature 39,1
4788,feature 66,1
5593,feature 66,3
5593,feature 188,3
7566,feature 66,4
7566,feature 196,1
7566,feature 74,1
7566,feature 188,3
13886,feature 134,1
13886,feature 219,1
1618,feature 134,1
1618,feature 196,1
1618,feature 219,1
1618,feature 74,1
305,feature 188,1
305,feature 66,1
13849,feature 196,2
13849,feature 74,2
11644,feature 66,2
8991,feature 66,7
8991,feature 188,4
3413,feature 66,18
3413,feature 188,14
1176,feature 362,2
1176,feature 360,2
1176,feature 74,1
1176,feature 196,1
16409,feature 56,1
16409,feature 74,2
16409,feature 196,2
16409,feature 172,1
8332,feature 362,1
8332,feature 360,1
4974,feature 360,1
4974,feature 196,2
4974,feature 74,2
4974,feature 362,1
15512,feature 362,1
15512,feature 360,2
6736,feature 66,2
6736,feature 188,2
15715,feature 196,1
15715,feature 172,1
15715,feature 56,1
15715,feature 74,1
10187,feature 66,3
10187,feature 188,2
17676,feature 74,1
17676,feature 196,1
10899,feature 188,1
10899,feature 66,2
2180,feature 66,2
2180,feature 188,1
8164,feature 172,2
8164,feature 56,1
8164,feature 188,1
8164,feature 66,1
9011,feature 39,1
9011,feature 188,4
9011,feature 198,3
9011,feature 66,5
9011,feature 135,1
9011,feature 74,22
9011,feature 76,1
9011,feature 134,1
9011,feature 68,1
9011,feature 196,29
2362,feature 196,1
2362,feature 188,1
2362,feature 74,1
2362,feature 66,1
7815,feature 188,1
7815,feature 66,1
7815,feature 68,1
13430,feature 196,1
13430,feature 188,1
13430,feature 74,1
13430,feature 66,2
4755,feature 66,3
4755,feature 188,3
10186,feature 66,1
10186,feature 74,2
10186,feature 196,1
5176,feature 196,3
5176,feature 74,3
15611,feature 196,2
15611,feature 74,2
5263,feature 196,2
5263,feature 74,3
18550,feature 196,3
18550,feature 74,3
9764,feature 196,1
9764,feature 66,2
9764,feature 188,1
9764,feature 74,1
4486,feature 74,1
12589,feature 74,1
12589,feature 196,1
14543,feature 196,1
14543,feature 74,1
14543,feature 66,1
12846,feature 66,1
12846,feature 188,1
4666,feature 188,7
4666,feature 66,7
8311,feature 196,1
8311,feature 66,1
8311,feature 188,1
8311,feature 74,1
5150,feature 66,1
5150,feature 188,1
4972,feature 301,1
4972,feature 134,1
4972,feature 221,1
11785,feature 234,1
11785,feature 232,1
11785,feature 312,1
11785,feature 227,1
11785,feature 307,1
11785,feature 314,1
11979,feature 234,1
11979,feature 312,2
11979,feature 314,1
11979,feature 232,2
18125,feature 234,2
18125,feature 314,2
15949,feature 219,2
15949,feature 134,2
12684,feature 234,1
12684,feature 314,1
7651,feature 309,1
7651,feature 234,1
7651,feature 314,1
7651,feature 229,1
2892,feature 232,1
2892,feature 312,1
9650,feature 309,1
9650,feature 229,1
8334,feature 301,1
8334,feature 219,1
8334,feature 134,1
3185,feature 312,1
3185,feature 234,1
3185,feature 314,1
3185,feature 232,1
1678,feature 312,1
1678,feature 307,1
17117,feature 314,1
1407,feature 312,1
6683,feature 309,1
6683,feature 314,1
16356,feature 307,1
16356,feature 232,1
16356,feature 312,1
18168,feature 227,1
18168,feature 232,1
17901,feature 227,2
17901,feature 232,2
17901,feature 181,1
17901,feature 160,1
14804,feature 134,1
14804,feature 219,1
14804,feature 117,1
14804,feature 227,2
14804,feature 237,2
14804,feature 232,2
14804,feature 181,1
14804,feature 160,1
14804,feature 29,1
3046,feature 234,1
3046,feature 314,1
17904,feature 315,3
17904,feature 312,4
17904,feature 233,6
17904,feature 232,4
17904,feature 235,3
17904,feature 313,6
8469,feature 313,7
8469,feature 315,2
8469,feature 233,6
8469,feature 235,1
8469,feature 232,1
8469,feature 314,1
8469,feature 234,1
8469,feature 312,1
1585,feature 312,3
1585,feature 233,4
1585,feature 315,2
1585,feature 313,6
1585,feature 232,3
1585,feature 235,2
5825,feature 312,5
5825,feature 313,11
5825,feature 315,2
5825,feature 307,1
5825,feature 233,12
5825,feature 232,5
5825,feature 235,3
5825,feature 227,1
11506,feature 235,3
11506,feature 313,5
11506,feature 312,6
11506,feature 232,6
11506,feature 315,3
11506,feature 233,5
15095,feature 219,1
15095,feature 235,3
15095,feature 232,3
15095,feature 301,1
15095,feature 315,3
15095,feature 233,5
15095,feature 313,5
15095,feature 312,3
15095,feature 221,1
15095,feature 134,1
4866,feature 232,1
4866,feature 235,2
4866,feature 315,3
4866,feature 312,1
4866,feature 313,4
4866,feature 233,3
10880,feature 232,2
10880,feature 235,4
10880,feature 233,4
10880,feature 313,4
10880,feature 315,4
10880,feature 312,2
6449,feature 313,5
6449,feature 235,4
6449,feature 312,3
6449,feature 233,6
6449,feature 315,3
6449,feature 232,3
1478,feature 235,3
1478,feature 312,10
1478,feature 233,13
1478,feature 307,6
1478,feature 314,1
1478,feature 313,12
1478,feature 232,10
1478,feature 315,2
1478,feature 227,6
1478,feature 234,1
8386,feature 235,3
8386,feature 233,6
8386,feature 313,8
8386,feature 315,5
1469,feature 233,96
1469,feature 313,97
1469,feature 315,24
1469,feature 235,22
4558,feature 232,4
4558,feature 235,21
4558,feature 315,21
4558,feature 312,4
4558,feature 313,66
4558,feature 233,65
2468,feature 232,3
2468,feature 235,11
2468,feature 312,3
2468,feature 315,12
2468,feature 313,42
2468,feature 233,41
6214,feature 233,74
6214,feature 235,25
6214,feature 315,25
6214,feature 313,76
17036,feature 233,36
17036,feature 235,9
17036,feature 232,1
17036,feature 315,11
17036,feature 312,1
17036,feature 313,37
2215,feature 233,2
2215,feature 313,2
6875,feature 312,2
6875,feature 235,4
6875,feature 233,15
6875,feature 315,3
6875,feature 232,2
6875,feature 313,16
16616,feature 233,3
16616,feature 232,2
16616,feature 312,2
16616,feature 313,4
16616,feature 315,1
251,feature 233,4
251,feature 232,1
251,feature 315,1
251,feature 312,1
251,feature 313,3
251,feature 235,2
8112,feature 235,2
8112,feature 233,8
8112,feature 232,2
8112,feature 315,2
8112,feature 313,8
8112,feature 312,2
16922,feature 233,1
16922,feature 235,1
15696,feature 232,4
15696,feature 312,4
15696,feature 235,2
15696,feature 313,6
15696,feature 233,8
7880,feature 313,15
7880,feature 314,3
7880,feature 235,6
7880,feature 315,6
7880,feature 233,15
7880,feature 234,3
7880,feature 312,9
7880,feature 232,9
15117,feature 235,4
15117,feature 233,8
15117,feature 315,5
15117,feature 313,9
6815,feature 312,6
6815,feature 235,1
6815,feature 315,1
6815,feature 233,8
6815,feature 313,8
6815,feature 232,6
16527,feature 235,3
16527,feature 315,4
16527,feature 313,8
16527,feature 232,4
16527,feature 233,7
16527,feature 312,4
1374,feature 235,2
1374,feature 315,4
1374,feature 312,6
1374,feature 232,6
1374,feature 233,8
1374,feature 313,9
7511,feature 313,6
7511,feature 235,4
7511,feature 234,2
7511,feature 314,2
7511,feature 315,4
7511,feature 312,1
7511,feature 233,6
7511,feature 232,1
11332,feature 312,2
11332,feature 315,1
11332,feature 313,9
11332,feature 235,1
11332,feature 233,9
11332,feature 232,2
4962,feature 233,7
4962,feature 315,1
4962,feature 232,4
4962,feature 313,6
4962,feature 312,4
4962,feature 235,2
15505,feature 235,1
15505,feature 233,4
15505,feature 313,5
15505,feature 315,1
15505,feature 232,1
15505,feature 312,2
13489,feature 312,1
13489,feature 313,8
13489,feature 315,1
13489,feature 235,2
13489,feature 233,9
13489,feature 232,1
10128,feature 232,3
10128,feature 235,3
10128,feature 313,8
10128,feature 315,4
10128,feature 233,8
10128,feature 312,3
1040,feature 313,1
1040,feature 233,1
3574,feature 314,1
3574,feature 235,3
3574,feature 315,2
3574,feature 307,1
3574,feature 312,5
3574,feature 234,1
3574,feature 232,5
3574,feature 233,5
3574,feature 227,1
3574,feature 313,5
17437,feature 312,4
17437,feature 315,2
17437,feature 313,9
17437,feature 235,1
17437,feature 308,1
17437,feature 228,1
17437,feature 230,1
17437,feature 233,8
17437,feature 310,1
17437,feature 232,2
637,feature 315,1
637,feature 313,1
18280,feature 235,4
18280,feature 315,5
18280,feature 232,3
18280,feature 233,4
18280,feature 312,4
18280,feature 313,5
16266,feature 315,2
16266,feature 235,1
16266,feature 313,4
16266,feature 232,3
16266,feature 312,3
16266,feature 233,3
18082,feature 235,1
18082,feature 312,3
18082,feature 233,5
18082,feature 313,4
18082,feature 232,3
14977,feature 315,3
14977,feature 313,7
14977,feature 235,3
14977,feature 232,2
14977,feature 219,1
14977,feature 233,7
14977,feature 134,1
14977,feature 312,2
591,feature 235,3
591,feature 232,9
591,feature 315,3
591,feature 307,2
591,feature 312,9
591,feature 313,12
591,feature 233,11
591,feature 227,2
9578,feature 232,5
9578,feature 313,3
9578,feature 307,1
9578,feature 227,1
9578,feature 315,1
9578,feature 312,5
9578,feature 233,3
9578,feature 235,1
11428,feature 312,2
11428,feature 315,1
11428,feature 232,2
11428,feature 313,2
11428,feature 235,3
11428,feature 233,4
341,feature 312,4
341,feature 233,7
341,feature 315,3
341,feature 232,4
341,feature 235,1
341,feature 313,9
15585,feature 307,1
15585,feature 312,7
15585,feature 232,6
15585,feature 315,3
15585,feature 235,3
15585,feature 313,6
15585,feature 233,6
15585,feature 227,1
519,feature 312,1
519,feature 235,1
519,feature 232,1
519,feature 233,1
248,feature 312,3
248,feature 235,4
248,feature 313,6
248,feature 232,3
248,feature 233,7
248,feature 315,3
10736,feature 307,4
10736,feature 315,1
10736,feature 232,4
10736,feature 227,4
10736,feature 235,2
10736,feature 312,4
10736,feature 233,9
10736,feature 313,8
14357,feature 232,10
14357,feature 235,5
14357,feature 227,3
14357,feature 307,3
14357,feature 233,9
14357,feature 313,9
14357,feature 315,4
14357,feature 312,10
11747,feature 235,3
11747,feature 313,10
11747,feature 227,4
11747,feature 234,1
11747,feature 232,8
11747,feature 314,1
11747,feature 315,4
11747,feature 233,9
11747,feature 307,4
11747,feature 312,8
16124,feature 307,12
16124,feature 235,7
16124,feature 312,11
16124,feature 233,10
16124,feature 227,11
16124,feature 232,11
16124,feature 315,7
16124,feature 313,10
11623,feature 227,8
11623,feature 233,7
11623,feature 232,7
11623,feature 312,7
11623,feature 235,2
11623,feature 307,8
11623,feature 313,9
11623,feature 315,3
8498,feature 233,9
8498,feature 313,8
8498,feature 307,4
8498,feature 232,8
8498,feature 315,1
8498,feature 314,1
8498,feature 312,8
8498,feature 234,1
8498,feature 227,4
8498,feature 235,2
15442,feature 232,5
15442,feature 307,3
15442,feature 227,4
15442,feature 315,1
15442,feature 313,7
15442,feature 235,1
15442,feature 312,4
15442,feature 233,7
6441,feature 307,8
6441,feature 227,7
6441,feature 312,9
6441,feature 313,9
6441,feature 315,3
6441,feature 233,9
6441,feature 235,3
6441,feature 232,8
10215,feature 235,1
10215,feature 312,4
10215,feature 313,4
10215,feature 307,3
10215,feature 233,3
10215,feature 315,2
10215,feature 227,2
10215,feature 232,3
14943,feature 234,1
14943,feature 227,3
14943,feature 307,5
14943,feature 313,6
14943,feature 312,6
14943,feature 314,1
14943,feature 315,4
14943,feature 233,6
14943,feature 235,4
14943,feature 232,5
14397,feature 312,6
14397,feature 235,3
14397,feature 307,6
14397,feature 232,6
14397,feature 313,9
14397,feature 233,9
14397,feature 234,1
14397,feature 315,3
14397,feature 227,6
14397,feature 314,1
4012,feature 315,1
4012,feature 134,2
4012,feature 307,5
4012,feature 219,2
4012,feature 233,5
4012,feature 232,4
4012,feature 301,2
4012,feature 313,6
4012,feature 234,1
4012,feature 314,1
4012,feature 227,4
4012,feature 312,5
3172,feature 235,2
3172,feature 312,8
3172,feature 315,2
3172,feature 313,7
3172,feature 233,7
3172,feature 227,7
3172,feature 307,7
3172,feature 232,9
1261,feature 315,1
1261,feature 235,1
1261,feature 227,5
1261,feature 307,7
1261,feature 313,10
1261,feature 233,10
1261,feature 232,8
1261,feature 312,9
8960,feature 235,6
8960,feature 313,7
8960,feature 233,8
8960,feature 227,4
8960,feature 307,4
8960,feature 232,7
8960,feature 312,7
8960,feature 315,5
4773,feature 307,3
4773,feature 313,4
4773,feature 227,4
4773,feature 315,1
4773,feature 232,6
4773,feature 312,6
4773,feature 233,3
4827,feature 235,3
4827,feature 232,3
4827,feature 315,4
4827,feature 314,1
4827,feature 313,7
4827,feature 312,4
4827,feature 234,1
4827,feature 233,6
4827,feature 307,3
4827,feature 227,2
3598,feature 312,3
3598,feature 315,2
3598,feature 314,1
3598,feature 307,1
3598,feature 313,3
3598,feature 232,4
3598,feature 233,3
3598,feature 227,2
3598,feature 235,2
3598,feature 234,1
2501,feature 307,7
2501,feature 232,8
2501,feature 233,5
2501,feature 235,1
2501,feature 312,9
2501,feature 313,6
2501,feature 227,5
2501,feature 315,2
9071,feature 312,5
9071,feature 227,5
9071,feature 235,1
9071,feature 313,6
9071,feature 233,7
9071,feature 307,5
9071,feature 232,5
4826,feature 313,5
4826,feature 312,3
4826,feature 232,2
4826,feature 235,4
4826,feature 315,3
4826,feature 233,6
16598,feature 235,2
16598,feature 314,1
16598,feature 232,1
16598,feature 312,1
16598,feature 233,4
16598,feature 315,2
16598,feature 234,1
16598,feature 313,4
17057,feature 232,1
17057,feature 315,2
17057,feature 235,3
17057,feature 312,1
17057,feature 313,3
17057,feature 233,4
